recid,radate,assignmt,site,training,afdc,sex,class_tr,ojt_jsa,oth_serv,bdate,age,earnings,prevearn,married,pbhous,hsorged,black,hispanic,age2225,age2629,age3035,age3644,age4554,f2sms,wkless13
303003,10/20/88,0,HF,0,0,1,0,1,0,02/19/61,27,6435,4888,0.3352851,0,0,0,1,0,1,0,0,0,0,1
303005,05/31/89,1,CI,1,0,1,0,1,0,09/11/49,39,28553,4600,0,0,0,0,1,0,0,0,1,0,0,0
303008,12/01/88,0,JK,0,0,1,1,0,0,07/29/60,28,11142,5000,0,1,1,1,0,0,1,0,0,0,0,0
303009,02/18/88,0,PR,0,1,0,0,0,1,10/27/38,49,0,0,1,0,0,0,1,0,0,0,0,1,0,1
303013,10/11/88,1,HF,1,0,1,0,0,1,05/10/54,34,4086,0,0,0.0643125,0,1,0,0,0,1,0,0,0,1
303017,02/09/89,0,LC,0,0,1,0,0,1,12/25/56,32,59642,14415,1,1,0.6876773,0,1,0,0,1,0,0,0,0
303019,04/19/89,0,IN,0,0,0,0,1,0,09/01/62,26,6813,6922,0,0,1,0,0,0,1,0,0,0,1,0
303020,02/22/88,1,LC,0,0,0,0,0,1,09/22/60,27,68233,11483,0,0,1,0,0,0,1,0,0,0,0,0
303021,01/26/89,1,IN,1,0,1,0,1,0,03/04/51,37,19614,7292,1,0,1,0,0,0,0,0,1,0,0,0
303022,12/23/88,1,MN,0,0,1,1,0,0,01/01/56,32,27090,1200,0,1,1,0,0,0,0,1,0,0,0,1
303024,07/28/89,1,IN,0,0,0,0,0,1,01/29/63,26,26873,363,0,0,1,0,0,0,1,0,0,0,0,0
303025,11/04/88,1,IN,1,0,1,0,1,0,11/13/48,39,19798,2000,1,0,1,0,0,0,0,0,1,0,1,0.4073359
303027,03/17/88,0,IN,0,0,1,0,1,0,04/12/62,25,36697,1500,0,0,0.6876773,0,0,1,0,0,0,0,1,0
303028,08/26/88,1,IN,1,0,0,0,0,1,04/10/63,25,20543,0,0,0,1,0,0,1,0,0,0,0,0,1
303030,11/20/87,0,PR,0,1,0,1,0,0,12/12/56,30,0,0,0,0,0.716404,1,0,0,0,1,0,0,1,1
303034,03/24/89,1,PR,0,1,0,0,0,1,02/05/48,41,0,0,0,0,0,0,1,0,0,0,1,0,0,1
303038,11/08/88,1,NE,0,0,0,1,0,0,12/14/53,34,16194,3000,0,0,1,0,0,0,0,1,0,0,0,0.5332298
303040,01/25/89,1,SM,1,0,0,0,1,0,12/18/59,29,33858,0,0,0,1,0,0,0,1,0,0,0,0,1
303041,11/02/88,1,LC,1,0,0,1,0,0,10/09/57,31,45063,0,1,0,0.716404,0,0,0,0,1,0,0,0,1
303042,01/08/88,0,IN,0,0,1,0,0,1,03/04/59,28,283,340,0,0,1,1,0,0,1,0,0,0,0,0
303043,02/25/88,0,MD,0,0,1,0,1,0,01/26/58,30,6066,4103.911,0,0,0,0,0,0,0,1,0,0,0,0
303045,07/26/89,1,IN,1,0,1,0,1,0,06/16/49,40,36247,2000,0,0,1,0,0,0,0,0,1,0,0,1
303046,12/30/87,1,MD,1,0,1,0,0,1,09/21/37,50,62844,19566,1,0,1,0,0,0,0,0,0,1,0,0
303048,09/22/88,0,IN,0,0,1,0,1,0,01/17/55,33,31590,3752,1,0,1,0,0,0,0,1,0,0,1,0
303049,09/20/89,0,PR,0,0,1,0,0,1,08/06/60,29,0,15000,1,0,1,1,0,0,1,0,0,0,0,0
303050,09/14/88,1,PR,1,0,0,1,0,0,03/09/39,49,30300,0,0,0,1,1,0,0,0,0,0,1,0,1
303051,12/10/87,1,MD,1,1,0,0,1,0,05/09/63,24,29539,6000,0,0,1,1,0,1,0,0,0,0,1,0
303052,12/30/88,0,IN,0,0,1,0,0,1,12/05/47,41,8427,70,0,0,1,0,0,0,0,0,1,0,0,1
303053,05/16/88,1,JK,1,1,0,0,1,0,04/03/63,25,32452,4362,0,0,0.716404,1,0,1,0,0,0,0,1,0
303055,02/25/88,1,IN,0,1,0,0,1,0,08/12/64,23,3484,2577,0.2111608,0,1,0,0,1,0,0,0,0,0,0
303057,09/16/88,1,CV,1,0,0,1,0,0,03/26/59,29,22206,6500,0,0,1,0,0,0,1,0,0,0,0,0
303058,09/01/88,1,CV,0,0,0,0,1,0,07/23/62,26,3168,2444.656,0,0,1,0,0,0,1,0,0,0,0,0
303061,04/04/89,0,NE,0,0,0,1,0,0,02/14/60,29,21750,11000,0,0,0.716404,1,0,0,1,0,0,0,0,0
303062,02/10/89,1,IN,1,1,0,0,0,1,12/25/63,25,381,0,0,1,0,1,0,1,0,0,0,0,0,1
303065,12/16/87,0,IN,0,0,1,0,0,1,12/03/52,35,11916,14000,0,0,1,0,0,0,0,1,0,0,0,0
303066,12/23/88,0,PR,0,0,1,0,1,0,03/23/64,24,37875,11898,1,0,1,0,0,1,0,0,0,0,1,0
303069,05/26/89,1,IN,0,0,0,0,1,0,10/23/57,31,51379,63000,1,0,1,0,0,0,0,1,0,0,0,0
303070,10/19/88,1,LC,1,0,0,0,0,1,09/29/40,48,33632,0,1,0,1,0,0,0,0,0,0,1,0,1
303072,06/02/88,1,MD,1,1,0,0,1,0,12/23/52,35,19008,2400,0,0,1,1,0,0,0,1,0,0,0,0
303073,03/02/88,1,CV,0,0,0,1,0,0,07/17/60,27,0,2444.656,1,1,1,1,0,0,1,0,0,0,0,0.5332298
303075,02/13/89,0,NE,0,1,0,1,0,0,09/02/50,38,738,0,0,1,1,0,0,0,0,0,1,0,1,1
303077,09/08/88,1,CC,1,0,1,0,1,0,10/17/58,29,2184,500,1,0,0,0,1,0,1,0,0,0,0,1
303079,06/30/89,0,LC,0,1,0,0,0,1,01/17/59,30,0,320,0,0,1,0,0,0,0,1,0,0,0,1
303080,09/16/88,0,JK,0,0,0,1,0,0,05/03/60,28,5232,2444.656,0.2111608,0.1153066,0.716404,0,0,0,1,0,0,0,0,0.5332298
303083,05/11/88,1,IN,1,0,1,0,1,0,01/05/57,31,43749,5250,1,0,0,0,0,0,0,1,0,0,0,0
303085,05/12/88,0,IN,0,0,0,0,1,0,11/04/43,44,138,1440,0,0,1,0,0,0,0,0,1,0,0,1
303086,01/25/89,1,NE,1,1,0,1,0,0,02/22/53,35,7787,1600,0,0,1,0,0,0,0,1,0,0,0,0
303087,08/10/88,1,LC,1,0,0,0,0,1,02/06/62,26,2051,600,0,0,0,0,0,0,1,0,0,0,0,1
303090,10/20/88,0,NE,1,1,0,1,0,0,11/18/63,24,18955,500,0,0,1,1,0,1,0,0,0,0,0,1
303091,05/02/89,1,LC,1,0,0,0,0,1,05/24/58,30,135,11000,0,0,1,0,0,0,0,1,0,0,0,0
303092,04/06/89,1,NE,1,0,1,1,0,0,10/26/66,22,27513,5628,0,0,0,0,0,1,0,0,0,0,0,0
303093,05/27/88,1,CC,1,0,0,0,0,1,08/12/51,36,4468,800,0,0,1,0,1,0,0,0,1,0,0,0.5332298
303094,02/07/89,1,SM,1,0,0,0,1,0,09/20/60,28,1998,1782,1,0,0,0,0,0,1,0,0,0,0,0
303097,06/17/88,1,IN,1,0,1,0,0,1,08/28/55,32,7652,8000,0,0,1,0,0,0,0,1,0,0,1,0
303099,12/23/87,1,MD,1,0,1,0,0,1,08/18/31,56,37953,0,0,0,1,0,0,0,0,0,0,0,0,1
303101,06/30/89,1,NE,1,1,0,1,0,0,03/02/60,29,35523,9570,0,0,1,0,0,0,1,0,0,0,0,0
303102,03/01/88,1,CV,0,0,0,0,0,1,12/17/29,58,1947,0,1,0,0,0,0,0,0,0,0,0,1,1
303104,07/20/88,1,IN,1,0,1,0,1,0,11/03/65,22,0,144,0,0,1,0,0,1,0,0,0,0,1,0
303106,01/05/89,1,MT,1,0,0,0,0,1,01/11/37,51,256,0,0,0,1,0,0,0,0,0,0,1,1,1
303107,12/21/88,0,PR,0,0,1,0,0,1,05/29/61,27,47031,0,0,0,1,0,0,0,1,0,0,0,1,1
303108,11/04/88,1,IN,1,0,1,0,1,0,01/09/35,53,29177,4000,0,0,1,0,0,0,0,0,0,1,0,0
303109,06/26/89,1,CI,0,1,1,1,0,0,10/02/63,25,43710,400,1,0,0,0,0,1,0,0,0,0,0,1
303110,10/13/88,0,NE,0,1,0,1,0,0,09/21/58,30,2694,0,0,1,1,1,0,0,0,1,0,0,0,1
303111,12/12/88,1,JK,1,0,1,0,0,1,05/25/66,22,17415,4103.911,0,0,1,1,0,1,0,0,0,0,0,0
303113,04/22/88,1,LC,1,0,0,0,0,1,09/20/35,52,896,1631,0,0,1,0,0,0,0,0,0,1,0,1
303114,02/25/88,1,CV,0,0,1,0,0,1,04/07/61,26,34828,300,0,0,0,0,0,0,1,0,0,0,0,0
303116,03/23/88,1,JK,1,1,0,1,0,0,10/23/45,42,12123,2444.656,0,1,1,1,0,0,0,0,1,0,1,0.5332298
303121,02/18/88,1,IN,1,0,1,0,1,0,04/19/52,35,32464,4103.911,0,0,0,0,0,0,0,1,0,0,0,0
303122,04/19/89,0,NE,0,0,1,0,1,0,03/17/59,30,0,0,0,1,0,1,0,0,0,1,0,0,0,1
303123,01/24/89,0,IN,0,0,1,0,1,0,01/24/51,38,11795,7664,0,0,0,0,0,0,0,0,1,0,0,0
303124,06/21/89,1,IN,1,0,1,0,0,1,02/22/51,38,41391,18000,1,0,0,0,0,0,0,0,1,0,1,0
303125,12/30/87,0,MD,0,0,1,1,0,0,10/01/49,38,0,2400,0,0,1,0,0,0,0,0,1,0,0,1
303129,08/17/89,1,LC,1,0,0,1,0,0,12/03/62,26,8692,135,1,1,1,0,0,0,1,0,0,0,0,1
303130,09/28/88,1,CC,1,0,1,1,0,0,04/22/66,22,19854,4103.911,1,0,0,0,1,1,0,0,0,0,0,0
303131,03/08/88,0,CV,0,0,0,0,0,1,09/18/47,40,41787,12688,0,0,0,0,0,0,0,0,1,0,0,0
303135,02/04/88,1,MD,0,1,0,1,0,0,08/22/42,45,7213,0,0,0,1,1,0,0,0,0,0,1,0,1
303137,04/11/89,1,IN,1,0,0,0,1,0,12/15/61,27,4447,2888,0,0,1,0,0,0,1,0,0,0,0,0
303138,11/04/88,1,IN,1,0,1,0,0,1,10/10/59,29,13698,1200,0,0,1,0,0,0,1,0,0,0,0,0
303139,11/02/88,1,CC,0,0,1,0,0,1,07/21/48,40,7533,9800,1,0,1,0,0,0,0,0,1,0,0,0
303140,12/23/88,1,NE,1,0,1,0,1,0,07/14/38,50,54141,0,0,1,1,0,0,0,0,0,0,1,0,1
303141,01/13/88,0,IN,0,0,0,1,0,0,09/11/64,23,33246,2400,0,0,0.716404,0,0,1,0,0,0,0,0,1
303143,08/10/88,0,CC,0,0,1,0,1,0,12/31/57,30,26049,262,1,0,1,0,1,0,0,1,0,0,0,0
303146,06/13/88,0,CV,0,0,1,0,0,1,10/22/56,31,76806,4103.911,1,0,1,0,0,0,0,1,0,0,0,0
303150,11/18/88,0,CC,0,0,1,0,1,0,06/16/64,24,8919,10000,1,0,0,0,0,1,0,0,0,0,0,0
303151,03/08/89,1,IN,0,0,1,0,0,1,10/02/63,25,29078,4103.911,0,0,0,1,0,1,0,0,0,0,1,0.4073359
303152,09/13/88,0,CV,0,1,0,1,0,0,12/07/59,28,30156,2444.656,1,0,1,0,0,0,1,0,0,0,0,0.5332298
303155,08/11/88,1,CC,0,0,1,0,1,0,03/25/46,42,20364,18240,1,0,1,0,0,0,0,0,1,0,0,0
303156,12/10/87,1,MD,1,1,0,0,0,1,07/09/41,46,4452,0,0,0,1,1,0,0,0,0,0,1,0,1
303159,12/09/88,1,PR,0,0,0,1,0,0,01/05/50,38,31343,6000,0.2111608,0,1,1,0,0,0,0,1,0,1,1
303160,07/11/88,1,CI,1,0,1,1,0,0,02/05/42,46,5190,0,0.3352851,0,1,0,0,0,0,0,0,1,0,1
303161,10/11/88,1,CV,0,0,1,0,0,1,07/28/65,23,32504,6807,1,0,1,0,0,1,0,0,0,0,0,1
303162,09/20/88,1,CV,0,0,0,0,1,0,11/08/64,23,864,800,0,0,1,0,0,1,0,0,0,0,0,1
303163,09/26/88,1,CV,0,0,0,1,0,0,12/01/60,27,9432,0,0,0,1,0,0,0,1,0,0,0,0,1
303164,04/10/89,1,PR,0,0,1,0,0,1,04/17/51,37,110,0,0,0,1,1,0,0,0,0,1,0,0,1
303165,06/10/88,0,IN,0,0,0,0,1,0,01/24/38,50,4113,9000,0,0,0,0,0,0,0,0,0,1,0,0
303166,12/01/88,1,SM,0,0,0,0,1,0,04/01/55,33,1674,286,0.2111608,0,0,0,0,0,0,1,0,0,1,1
303167,04/27/88,1,JK,1,0,0,1,0,0,05/21/42,45,28876,2000,0,0,1,0,0,0,0,0,0,1,0,0
303169,11/04/88,1,SM,1,0,1,0,1,0,04/15/56,32,61858,400,0,0,1,0,0,0,0,1,0,0,0,1
303172,04/13/88,1,IN,1,0,0,0,1,0,08/19/62,25,1458,630,1,0,0,0,0,1,0,0,0,0,0,0
303173,11/01/88,1,CC,1,1,0,0,1,0,08/21/59,29,14592,0,0,0,1,0,1,0,1,0,0,0,0,1
303174,08/10/88,1,IN,0,1,0,0,1,0,08/09/57,31,45408,2444.656,0,0,1,0,0,0,0,1,0,0,0,1
303177,07/06/88,1,CV,1,0,1,0,0,1,09/01/52,35,57982,2000,1,0,0.6876773,0,0,0,0,1,0,0,0,0
303178,09/22/88,1,CC,1,0,0,1,0,0,12/05/64,23,31719,9500,0,0,1,0,1,1,0,0,0,0,0,0
303179,01/27/88,1,PR,1,1,1,0,0,1,12/20/55,32,23126,0,0,0,0.6876773,0,0,0,0,1,0,0,0,1
303180,09/27/88,1,PR,1,1,0,0,0,1,11/22/58,29,4827,0,0,0,0,0,1,0,1,0,0,0,1,1
303183,12/06/88,1,MN,0,0,0,0,1,0,10/04/66,22,30456,0,0,0,1,0,0,1,0,0,0,0,0,1
303184,09/16/88,0,CV,0,0,0,1,0,0,09/28/59,28,9438,0,1,0,1,0,0,0,1,0,0,0,0,1
303188,11/30/88,1,CV,0,0,1,0,1,0,08/08/63,25,1853,4103.911,1,0,0,0,0,1,0,0,0,0,0,0.4073359
303191,09/29/89,1,LC,1,1,0,0,0,1,01/02/53,36,6,6000,0,0,1,0,0,0,0,0,1,0,0,0
303192,02/24/88,1,IN,1,0,0,0,0,1,11/05/55,32,1293,2200,0,0,1,0,0,0,0,1,0,0,0,0
303194,06/15/89,1,LC,1,0,0,0,0,1,04/13/59,30,28665,4000,0.2111608,0,1,0,0,0,0,1,0,0,0,0
303195,06/14/89,0,NE,0,1,0,1,0,0,02/20/54,35,618,0,0,0,1,0,0,0,0,1,0,0,0,1
303197,09/20/89,1,PR,0,0,1,0,1,0,03/01/61,28,546,250,0,0,1,1,0,0,1,0,0,0,1,1
303198,09/26/88,1,JK,1,1,0,0,1,0,07/23/66,22,10284,0,0.2111608,0,1,1,0,1,0,0,0,0,0,0.5332298
303199,03/09/88,1,JK,0,1,0,0,1,0,06/27/58,29,186,1992,0,1,0,1,0,0,1,0,0,0,0,0
303200,01/04/89,0,SM,0,0,1,1,0,0,04/24/49,39,37879,8830,1,0,0,0,0,0,0,0,1,0,0,0
303201,02/19/88,1,CC,0,0,0,0,0,1,05/12/46,41,786,0,0,0,0,0,1,0,0,0,1,0,0,1
303202,08/30/89,1,PR,1,1,0,0,0,1,04/16/66,23,15883,1200,0,0,1,1,0,1,0,0,0,0,1,1
303203,10/28/88,1,SM,1,0,1,1,0,0,08/28/40,48,0,0,1,0,1,0,0,0,0,0,0,1,0,1
303204,08/17/88,1,MN,0,1,1,1,0,0,07/07/57,31,19641,4000,0,0,0,0,0,0,0,1,0,0,0,0
303206,12/16/88,0,MN,0,0,1,0,1,0,10/19/53,35,34371,20000,1,0,0,0,0,0,0,1,0,0,1,1
303207,09/13/88,1,MN,0,0,0,0,1,0,08/19/46,42,11964,1837,1,0,1,0,0,0,0,0,1,0,0,0
303209,07/15/88,1,HF,0,1,0,0,0,1,09/20/58,29,12838,0,0.2111608,0,1,0,1,0,1,0,0,0,1,1
303210,08/15/88,1,CC,1,0,1,0,1,0,09/17/54,33,45497,0,1,0,0.6876773,0,1,0,0,1,0,0,0,1
303211,09/28/89,0,PR,0,1,0,0,0,1,09/23/64,25,0,0,0,0,1,0,0,1,0,0,0,0,0,1
303212,02/28/89,1,CI,0,0,0,0,1,0,04/01/45,43,36499,2900,1,0,1,0,0,0,0,0,1,0,0,1
303213,05/26/89,0,IN,0,0,1,0,1,0,04/02/60,29,42979,4103.911,0,0,1,0,0,0,1,0,0,0,0,0
303214,08/08/89,1,IN,0,0,1,0,1,0,08/28/44,44,0,4000,0,0,1,0,0,0,0,0,1,0,0,0
303215,12/14/88,1,NE,1,0,0,1,0,0,01/11/51,37,9483,6300,0,0,1,1,0,0,0,0,1,0,1,0
303217,02/06/89,0,NE,0,0,0,1,0,0,10/16/35,53,3584,742,0,0,0.716404,0,0,0,0,0,0,1,0,0
303218,11/30/88,1,JC,1,0,1,1,0,0,08/02/65,23,9799,6400,0,0,1,0,0,1,0,0,0,0,1,0
303220,03/03/88,1,MD,1,0,0,0,1,0,07/20/36,51,10353,4000,0,0,1,0,0,0,0,0,0,1,0,1
303222,06/07/88,1,SM,1,1,0,0,1,0,11/26/63,24,3104,2444.656,1,0,1,0,0,1,0,0,0,0,1,0.5332298
303223,12/13/88,1,PR,1,0,1,0,0,1,03/16/62,26,8850,12000,1,0,1,0,1,0,1,0,0,0,0,0
303225,07/20/88,1,IN,1,0,1,0,1,0,06/04/65,23,3250,1800,1,0,0.6876773,0,0,1,0,0,0,0,0,0
303228,11/09/88,0,PR,0,1,0,0,0,1,08/17/52,36,37,0,0,0,1,0,1,0,0,0,1,0,0,1
303229,10/20/88,1,NE,1,1,0,1,0,0,07/03/38,50,775,502,0,0,1,1,0,0,0,0,0,1,0,0
303230,11/30/88,0,NE,0,0,0,1,0,0,05/15/52,36,906,0,0,0,1,0,0,0,0,0,1,0,0,1
303238,12/13/88,0,CC,0,0,0,0,1,0,03/25/44,44,35544,0,0,0,1,0,1,0,0,0,1,0,0,1
303239,08/05/88,0,LC,0,1,0,1,0,0,02/01/57,31,1026,0,0.2111608,1,0,0,0,0,0,1,0,0,0,1
303242,03/02/88,1,IN,1,0,0,0,1,0,09/27/54,33,12459,2700,1,0,0,0,0,0,0,1,0,0,0,0
303243,07/01/88,1,IN,0,0,1,0,0,1,05/15/65,23,5129,3300,0,0,1,1,0,1,0,0,0,0,0,0.4073359
303244,01/27/88,0,PR,0,0,0,0,0,1,02/12/48,39,29869,0,1,0,1,0,0,0,0,0,1,0,1,1
303245,12/09/88,0,IN,0,0,1,0,1,0,11/20/47,41,36255,13000,1,0,1,0,0,0,0,0,1,0,0,0
303246,06/08/88,0,JK,0,0,0,0,1,0,02/06/60,28,0,2444.656,0,0,1,1,0,0,1,0,0,0,0,0.5332298
303247,07/21/89,1,PR,1,0,1,0,0,1,07/08/62,27,8361,10700,0,0,1,0,0,0,1,0,0,0,0,0
303250,09/12/88,1,CV,1,1,0,0,1,0,09/20/64,23,11643,0,0,0,0,1,0,1,0,0,0,0,1,1
303252,05/03/88,1,JK,0,0,0,0,1,0,01/17/65,23,19320,132,0,0,1,1,0,1,0,0,0,0,1,1
303255,09/23/88,0,OH,0,0,1,0,1,0,07/16/42,46,27,4103.911,0,0,0.6876773,0,0,0,0,0,0,1,1,1
303256,01/20/89,1,IN,1,0,0,1,0,0,01/10/18,71,14200,0,0,0,1,0,0,0,0,0,0,0,1,1
303257,02/10/88,1,IN,1,1,0,0,1,0,05/31/63,24,5718,3100,0,0,0,0,0,1,0,0,0,0,0,0
303260,06/15/88,1,CV,1,1,0,1,0,0,02/19/60,28,21972,274,0.2111608,0,1,0,0,0,1,0,0,0,0,1
303261,02/01/88,1,CV,0,0,1,0,0,1,12/09/65,22,0,4103.911,1,0,0,0,0,1,0,0,0,0,0,0.4073359
303262,01/17/89,1,LC,1,0,1,1,0,0,02/17/53,35,4027,2577,0,0,1,0,0,0,0,1,0,0,0,0
303263,06/15/88,1,CC,1,0,1,0,0,1,04/26/62,26,0,4103.911,0,0,1,1,0,0,1,0,0,0,0,0.4073359
303266,10/07/88,1,CV,1,0,1,0,0,1,07/12/61,27,21112,7000,0,0,1,0,0,0,1,0,0,0,0,0
303267,01/11/88,1,CC,0,0,1,0,1,0,03/26/57,30,25517,0,1,1,0,0,1,0,0,1,0,0,1,1
303268,03/10/88,0,LC,0,0,0,0,0,1,01/31/63,25,28210,3350,0,0,1,0,1,1,0,0,0,0,1,0
303269,11/16/88,0,IN,0,0,0,0,1,0,10/20/65,23,14536,2200,1,0.1153066,0,0,0,1,0,0,0,0,0,0
303270,09/15/88,1,SM,1,0,0,0,1,0,05/27/58,30,7440,0,1,0,1,0,0,0,0,1,0,0,0,1
303271,01/18/89,0,MN,1,0,1,0,1,0,09/28/33,55,25849,5500,1,0,0,0,0,0,0,0,0,0,0,0
303275,01/27/89,1,IN,1,0,0,1,0,0,06/29/22,66,228,0,0,0,1,0,0,0,0,0,0,0,0,1
303276,09/21/88,0,PR,0,0,0,1,0,0,11/05/51,36,6636,9658,0,0,1,0,1,0,0,0,1,0,0,1
303280,10/19/88,1,HF,0,0,0,0,1,0,12/17/61,26,1879,2444.656,0,0,0,0,0,0,1,0,0,0,0,1
303283,06/15/88,0,CV,0,0,1,0,1,0,06/03/58,30,1731,50,0,0,0,0,0,0,0,1,0,0,0,1
303284,09/29/89,1,LC,1,1,0,0,0,1,02/04/65,24,6327,2444.656,0,0,0,0,0,1,0,0,0,0,0,1
303285,10/14/88,0,IN,0,0,1,0,0,1,03/19/61,27,1731,1100,0,0,0,1,0,0,1,0,0,0,0,1
303287,02/03/88,0,IN,0,0,0,0,0,1,04/09/40,47,297,2000,0,0,0,0,0,0,0,0,0,1,0,0
303288,10/13/88,0,CC,0,0,0,0,1,0,11/20/57,30,59849,3147,0,0,1,0,0,0,0,1,0,0,0,0
303290,11/08/88,0,IN,0,0,0,0,1,0,06/17/64,24,1065,470,0,0,1,0,0,1,0,0,0,0,0,1
303291,05/26/89,1,IN,0,0,0,0,0,1,01/28/45,44,21498,3000,0,0,1,1,0,0,0,0,1,0,0,0
303294,10/06/88,0,IN,0,0,1,0,1,0,07/12/63,25,29135,10000,1,0,0,0,0,1,0,0,0,0,1,0
303298,03/31/89,1,OH,1,0,1,0,1,0,11/15/46,42,0,0,1,0,0,0,0,0,0,0,1,0,1,1
303299,12/10/87,1,MD,1,0,1,0,1,0,09/12/63,24,22668,0,0,0,1,0,0,1,0,0,0,0,0,1
303300,05/03/89,1,IN,1,0,1,0,1,0,05/13/63,25,35749,4500,0,0,1,0,0,1,0,0,0,0,0,0
303301,12/09/88,0,LC,0,0,1,1,0,0,01/29/53,35,7800,5000,0,0,0,0,1,0,0,1,0,0,0,0
303302,08/11/88,1,CV,0,0,0,0,0,1,02/13/51,37,8353,119,1,0,0,1,0,0,0,0,1,0,1,1
303303,09/25/89,1,LC,0,0,0,0,0,1,11/02/60,28,0,0,0,0,1,0,0,0,1,0,0,0,0,1
303304,12/01/88,0,JK,0,1,0,1,0,0,09/16/63,25,1392,645,0,1,1,1,0,1,0,0,0,0,0,1
303305,04/21/89,0,PR,0,0,1,0,0,1,08/27/55,33,13849,10000,1,0,0.6876773,0,1,0,0,1,0,0,0,0
303307,02/24/89,1,IN,1,0,1,0,1,0,03/12/61,27,54985,5868,1,0,1,0,0,0,1,0,0,0,1,0
303308,10/17/88,0,NE,0,0,0,1,0,0,09/01/55,33,1494,3800,0,0,1,0,0,0,0,1,0,0,1,0.5332298
303309,05/17/89,1,IN,1,0,1,0,1,0,02/09/67,22,23814,9300,1,0,1,0,0,1,0,0,0,0,0,0
303313,12/21/88,0,NE,0,0,0,1,0,0,03/12/50,38,0,0,1,0,1,1,0,0,0,0,1,0,0,1
303315,04/28/88,0,JK,0,0,0,0,0,1,07/14/65,22,0,0,0,0,1,1,0,1,0,0,0,0,0,1
303316,04/22/88,1,CV,1,0,1,0,0,1,01/05/62,26,32056,11000,0,0,1,0,0,0,1,0,0,0,0,0
303317,07/13/88,1,LC,1,0,1,0,0,1,05/07/50,38,34399,3600,0,0,0,0,0,0,0,0,1,0,0,0
303318,05/26/88,1,IN,0,0,1,0,0,1,07/01/64,23,56699,12000,1,0,1,0,0,1,0,0,0,0,0,1
303320,09/28/88,0,IN,0,0,1,0,1,0,06/09/63,25,45105,3000,0,0,1,0,0,1,0,0,0,0,0,1
303326,06/09/89,1,NE,1,0,1,1,0,0,01/03/58,31,0,0,0,0,1,1,0,0,0,1,0,0,0,1
303328,07/13/88,1,IN,0,0,0,0,1,0,02/15/52,36,12356,3602,0,0,1,0,0,0,0,0,1,0,0,0
303330,10/18/88,0,CV,0,0,0,0,1,0,12/24/50,37,31348,0,0,0,0,0,0,0,0,0,1,0,0,1
303331,11/28/88,0,SM,0,0,0,0,1,0,09/25/62,26,25181,5556,0,0,1,0,0,0,1,0,0,0,0,0
303332,03/01/89,0,IN,0,0,1,0,1,0,04/19/61,27,55872,800,0,0,0,0,0,0,1,0,0,0,0,1
303335,04/27/88,1,JK,1,1,0,1,0,0,07/02/43,44,927,0,0,0,0,1,0,0,0,0,1,0,0,1
303336,08/05/88,1,IN,0,0,0,0,0,1,06/28/48,40,23110,2444.656,0,0,0,1,0,0,0,0,1,0,0,0
303337,01/03/89,1,LC,1,1,0,1,0,0,03/27/47,41,6904,400,1,0,0,0,0,0,0,0,1,0,1,1
303338,04/08/88,0,IN,0,1,0,0,1,0,03/02/64,24,4794,335,0,0,0,0,0,1,0,0,0,0,0,0.5332298
303340,08/01/88,1,JK,0,0,0,0,1,0,01/18/55,33,168,2300,0,0,1,1,0,0,0,1,0,0,0,0
303341,01/08/88,1,IN,0,0,0,0,0,1,03/29/44,43,23531,4000,0.2111608,1,0,1,0,0,0,0,1,0,0,0
303342,08/19/88,1,IN,0,0,1,0,1,0,03/22/61,27,41661,616,0,0,1,1,0,0,1,0,0,0,0,1
303343,03/01/89,1,IN,1,0,0,0,1,0,04/05/64,24,2601,1000,0,0,1,0,0,1,0,0,0,0,0,0
303346,09/29/89,1,LC,0,0,0,0,0,1,10/21/52,36,1890,0,0,0,1,0,0,0,0,0,1,0,1,1
303347,09/23/88,1,CI,1,0,1,1,0,0,08/02/57,31,30684,10000,1,0,0.6876773,0,0,0,0,1,0,0,0,0
303350,05/18/88,0,HF,1,1,0,1,0,0,10/07/64,23,15743,0,0,1,1,0,0,1,0,0,0,0,0,1
303352,09/08/88,0,HF,0,0,1,0,0,1,06/13/63,25,55754,15360,0,0,0,0,0,1,0,0,0,0,1,0
303354,05/19/89,0,NE,0,0,1,0,1,0,07/25/35,53,13910,1560,0,0,1,1,0,0,0,0,0,1,0,0
303355,01/11/89,0,LC,0,1,0,1,0,0,10/17/63,25,37476,6319,0,1,1,1,0,1,0,0,0,0,1,0
303356,02/23/89,1,SM,1,0,1,0,1,0,12/11/52,36,43237,4000,1,0,1,0,0,0,0,0,1,0,0,0
303357,02/27/89,1,LC,1,0,0,1,0,0,10/09/57,31,3123,2000,1,0,0,0,1,0,0,1,0,0,0,0
303358,08/03/89,1,IN,0,0,1,0,1,0,03/31/53,36,30676,4103.911,1,0,1,0,1,0,0,0,1,0,0,0
303360,01/05/88,1,CC,1,0,1,0,1,0,06/10/60,27,49050,0,0,0,1,0,1,0,1,0,0,0,0,0.4073359
303361,04/15/88,1,IN,1,0,1,0,0,1,10/18/64,23,28737,4103.911,1,0,0,0,0,1,0,0,0,0,0,0
303366,01/26/88,1,CV,1,0,1,0,1,0,08/28/63,24,33219,600,0,0,1,0,0,1,0,0,0,0,0,1
303369,08/15/88,0,IN,0,0,1,0,1,0,09/20/39,48,8080,0,0,0,0,0,0,0,0,0,0,1,0,1
